asset_id,timestamp,vibration_mm_s,bearing_temp_c,discharge_pressure_bar,suction_pressure_bar,rpm,oil_temp_c,failure,severity_tier
COMP-02,2026-02-13 19:00:00,3.606,64.96,54.32,18.24,3009.0,59.42,0,moderate
COMP-02,2026-02-13 20:00:00,2.367,60.25,56.68,17.58,3035.0,59.0,0,moderate
COMP-02,2026-02-13 21:00:00,3.156,63.39,55.05,18.67,3011.0,59.27,0,moderate
COMP-02,2026-02-13 22:00:00,3.048,64.79,50.25,18.28,2983.0,59.13,0,moderate
COMP-02,2026-02-13 23:00:00,3.383,65.74,54.25,18.69,3000.0,58.56,0,moderate
COMP-02,2026-02-14 00:00:00,2.848,64.8,56.32,17.3,3017.0,58.83,0,moderate
COMP-02,2026-02-14 01:00:00,2.887,63.61,54.26,18.89,3042.0,57.77,0,moderate
COMP-02,2026-02-14 02:00:00,2.613,68.56,55.77,17.58,2990.0,62.64,0,moderate
COMP-02,2026-02-14 03:00:00,3.308,67.81,57.6,16.82,2988.0,60.29,0,moderate
COMP-02,2026-02-14 04:00:00,3.041,62.59,55.78,19.46,3019.0,59.84,0,moderate
COMP-02,2026-02-14 05:00:00,3.338,63.32,54.05,18.66,2978.0,61.51,0,moderate
COMP-02,2026-02-14 06:00:00,2.871,65.64,56.07,19.54,2984.0,60.41,0,moderate
COMP-02,2026-02-14 07:00:00,2.798,64.7,55.73,17.98,3001.0,60.92,0,moderate
COMP-02,2026-02-14 08:00:00,3.218,59.53,56.46,18.79,3011.0,60.26,0,moderate
COMP-02,2026-02-14 09:00:00,2.898,63.56,54.86,18.99,3025.0,62.63,0,moderate
COMP-02,2026-02-14 10:00:00,3.189,66.47,53.79,17.72,3004.0,63.87,0,moderate
COMP-02,2026-02-14 11:00:00,3.153,65.22,55.81,16.72,3002.0,62.81,0,moderate
COMP-02,2026-02-14 12:00:00,3.032,63.14,55.85,18.33,3014.0,55.36,0,moderate
COMP-02,2026-02-14 13:00:00,2.818,63.88,54.2,18.23,2962.0,59.1,0,moderate
COMP-02,2026-02-14 14:00:00,3.107,64.55,52.69,18.26,3002.0,59.18,0,moderate
COMP-02,2026-02-14 15:00:00,2.772,70.12,54.31,18.0,3040.0,62.01,0,moderate
COMP-02,2026-02-14 16:00:00,3.029,65.07,53.23,17.59,3020.0,59.4,0,moderate
COMP-02,2026-02-14 17:00:00,3.505,63.55,54.6,17.51,2999.0,59.51,0,moderate
COMP-02,2026-02-14 18:00:00,3.372,68.61,56.17,18.55,3018.0,59.28,0,moderate
COMP-02,2026-02-14 19:00:00,2.848,66.16,51.99,15.52,2969.0,59.52,0,moderate
COMP-02,2026-02-14 20:00:00,3.082,63.39,55.47,16.64,3011.0,59.97,0,moderate
COMP-02,2026-02-14 21:00:00,2.839,65.04,55.62,16.52,2999.0,60.86,0,moderate
COMP-02,2026-02-14 22:00:00,3.085,64.62,53.61,16.39,3003.0,59.85,0,moderate
COMP-02,2026-02-14 23:00:00,2.725,66.1,55.52,17.89,2991.0,59.79,0,moderate
COMP-02,2026-02-15 00:00:00,2.803,62.49,56.75,18.45,3035.0,59.28,0,moderate
COMP-02,2026-02-15 01:00:00,3.562,62.62,55.65,18.42,2988.0,60.35,0,moderate
COMP-02,2026-02-15 02:00:00,3.04,64.49,58.09,17.03,2973.0,57.19,0,moderate
COMP-02,2026-02-15 03:00:00,2.865,63.24,55.12,16.63,2963.0,57.41,0,moderate
COMP-02,2026-02-15 04:00:00,2.362,67.03,56.5,18.13,2946.0,58.5,0,moderate
COMP-02,2026-02-15 05:00:00,3.05,62.94,58.05,18.41,3005.0,60.93,0,moderate
COMP-02,2026-02-15 06:00:00,3.656,69.81,55.76,18.46,2980.0,57.49,0,moderate
COMP-02,2026-02-15 07:00:00,2.829,64.7,57.63,16.86,2967.0,61.43,0,moderate
COMP-02,2026-02-15 08:00:00,2.885,65.26,55.68,18.66,2993.0,60.17,0,moderate
COMP-02,2026-02-15 09:00:00,3.014,65.7,57.18,18.14,3017.0,58.36,0,moderate
COMP-02,2026-02-15 10:00:00,2.81,64.85,53.32,17.2,2998.0,60.76,0,moderate
COMP-02,2026-02-15 11:00:00,3.663,67.36,55.09,17.5,3003.0,58.59,0,moderate
COMP-02,2026-02-15 12:00:00,3.294,65.29,58.71,17.29,3029.0,60.02,0,moderate
COMP-02,2026-02-15 13:00:00,3.209,63.96,52.27,17.35,3021.0,59.22,0,moderate
COMP-02,2026-02-15 14:00:00,3.634,62.27,53.84,18.88,3003.0,61.49,0,moderate
COMP-02,2026-02-15 15:00:00,3.512,65.78,58.26,18.42,2975.0,61.23,0,moderate
COMP-02,2026-02-15 16:00:00,3.024,66.83,54.84,17.11,2986.0,61.51,0,moderate
COMP-02,2026-02-15 17:00:00,2.916,62.47,54.84,17.64,3001.0,61.87,0,moderate
COMP-02,2026-02-15 18:00:00,2.913,64.24,56.37,18.48,3018.0,61.1,0,moderate
COMP-02,2026-02-15 19:00:00,2.837,66.93,56.88,16.38,3009.0,60.44,0,moderate
COMP-02,2026-02-15 20:00:00,2.934,63.3,54.45,18.48,2985.0,57.24,0,moderate
COMP-02,2026-02-15 21:00:00,2.847,63.28,52.54,19.58,3010.0,60.05,0,moderate
COMP-02,2026-02-15 22:00:00,2.662,64.7,53.61,18.25,3043.0,56.95,0,moderate
COMP-02,2026-02-15 23:00:00,2.274,67.63,54.16,17.85,3007.0,58.1,0,moderate
COMP-02,2026-02-16 00:00:00,3.314,66.84,53.24,16.78,3015.0,61.16,0,moderate
COMP-02,2026-02-16 01:00:00,2.202,67.63,53.71,16.16,2991.0,58.22,0,moderate
COMP-02,2026-02-16 02:00:00,3.106,63.01,55.01,17.59,2995.0,60.7,0,moderate
COMP-02,2026-02-16 03:00:00,3.291,63.68,53.73,18.39,2958.0,59.71,0,moderate
COMP-02,2026-02-16 04:00:00,3.132,64.64,57.65,17.87,3003.0,59.71,0,moderate
COMP-02,2026-02-16 05:00:00,2.956,64.39,54.39,18.98,2931.0,59.47,0,moderate
COMP-02,2026-02-16 06:00:00,3.065,63.45,52.71,18.3,2962.0,60.74,0,moderate
COMP-02,2026-02-16 07:00:00,2.87,65.96,56.76,17.36,3008.0,59.52,0,moderate
COMP-02,2026-02-16 08:00:00,2.972,61.74,59.83,19.01,2975.0,59.35,0,moderate
COMP-02,2026-02-16 09:00:00,2.906,65.3,54.5,18.47,2950.0,60.59,0,moderate
COMP-02,2026-02-16 10:00:00,2.794,68.32,55.38,16.74,3002.0,59.88,0,moderate
COMP-02,2026-02-16 11:00:00,3.357,65.16,56.96,17.21,2961.0,58.28,0,moderate
COMP-02,2026-02-16 12:00:00,3.261,63.34,54.43,17.61,3026.0,59.86,0,moderate
COMP-02,2026-02-16 13:00:00,2.955,62.44,57.81,19.41,3012.0,58.05,0,moderate
COMP-02,2026-02-16 14:00:00,3.014,65.72,52.59,18.59,3046.0,60.0,0,moderate
COMP-02,2026-02-16 15:00:00,2.776,68.47,54.82,17.18,3010.0,61.83,0,moderate
COMP-02,2026-02-16 16:00:00,3.108,65.43,53.78,20.53,3047.0,58.59,0,moderate
COMP-02,2026-02-16 17:00:00,2.969,64.33,53.3,18.63,2976.0,61.26,0,moderate
COMP-02,2026-02-16 18:00:00,2.901,63.47,53.82,17.05,2985.0,60.92,0,moderate
COMP-02,2026-02-16 19:00:00,3.077,62.05,55.77,17.76,3007.0,57.7,0,moderate
COMP-02,2026-02-16 20:00:00,3.025,65.54,56.38,17.59,2997.0,60.16,0,moderate
COMP-02,2026-02-16 21:00:00,2.746,61.8,56.06,17.33,3004.0,61.76,0,moderate
COMP-02,2026-02-16 22:00:00,3.27,66.83,52.79,19.04,2999.0,59.1,0,moderate
COMP-02,2026-02-16 23:00:00,3.296,66.25,55.83,17.9,2995.0,59.04,0,moderate
COMP-02,2026-02-17 00:00:00,2.796,64.57,54.82,18.74,2977.0,58.75,0,moderate
COMP-02,2026-02-17 01:00:00,3.958,66.3,54.13,17.9,2982.0,60.37,0,moderate
COMP-02,2026-02-17 02:00:00,2.717,65.35,54.67,17.71,2978.0,57.57,0,moderate
COMP-02,2026-02-17 03:00:00,3.185,66.28,57.5,17.52,2975.0,58.2,0,moderate
COMP-02,2026-02-17 04:00:00,3.169,66.79,54.59,18.01,3002.0,58.69,0,moderate
COMP-02,2026-02-17 05:00:00,3.216,64.49,56.15,17.38,2982.0,57.15,0,moderate
COMP-02,2026-02-17 06:00:00,3.513,62.41,56.55,17.98,2987.0,57.51,0,moderate
COMP-02,2026-02-17 07:00:00,2.918,69.52,56.32,17.54,3035.0,58.65,0,moderate
COMP-02,2026-02-17 08:00:00,3.013,64.57,54.31,16.92,3012.0,59.48,0,moderate
COMP-02,2026-02-17 09:00:00,3.127,64.14,54.4,17.71,3020.0,61.91,0,moderate
COMP-02,2026-02-17 10:00:00,2.495,65.89,55.41,16.58,3028.0,61.56,0,moderate
COMP-02,2026-02-17 11:00:00,3.041,64.61,54.17,19.08,3041.0,60.68,0,moderate
COMP-02,2026-02-17 12:00:00,3.12,62.48,53.72,18.4,3000.0,63.19,0,moderate
COMP-02,2026-02-17 13:00:00,2.787,62.62,55.15,17.63,3007.0,59.89,0,moderate
COMP-02,2026-02-17 14:00:00,3.655,63.22,53.79,16.58,2987.0,61.21,0,moderate
COMP-02,2026-02-17 15:00:00,3.079,65.71,54.35,18.01,2979.0,59.38,0,moderate
COMP-02,2026-02-17 16:00:00,2.779,63.61,54.59,18.18,2963.0,60.97,0,moderate
COMP-02,2026-02-17 17:00:00,2.828,66.87,54.17,18.33,2975.0,59.03,0,moderate
COMP-02,2026-02-17 18:00:00,2.763,64.69,54.62,17.38,2987.0,57.19,0,moderate
COMP-02,2026-02-17 19:00:00,2.773,64.84,54.35,18.17,3005.0,59.58,0,moderate
COMP-02,2026-02-17 20:00:00,3.101,65.12,58.06,19.53,2971.0,61.95,0,moderate
COMP-02,2026-02-17 21:00:00,3.129,62.92,57.65,17.58,2976.0,57.34,0,moderate
COMP-02,2026-02-17 22:00:00,3.135,67.55,54.36,18.83,2948.0,58.47,0,moderate
COMP-02,2026-02-17 23:00:00,3.203,65.62,54.31,17.99,2983.0,60.36,0,moderate
COMP-02,2026-02-18 00:00:00,3.127,64.65,54.66,17.89,3002.0,60.87,0,moderate
COMP-02,2026-02-18 01:00:00,3.653,63.94,55.36,18.1,3001.0,61.43,0,moderate
COMP-02,2026-02-18 02:00:00,3.272,63.9,54.85,17.57,2992.0,61.53,0,moderate
COMP-02,2026-02-18 03:00:00,2.69,62.69,55.02,18.11,2994.0,59.99,0,moderate
COMP-02,2026-02-18 04:00:00,3.01,62.34,56.19,18.77,3000.0,58.13,0,moderate
COMP-02,2026-02-18 05:00:00,2.661,62.34,53.7,18.72,3031.0,61.46,0,moderate
COMP-02,2026-02-18 06:00:00,3.007,67.13,54.11,18.92,2991.0,58.7,0,moderate
COMP-02,2026-02-18 07:00:00,2.578,63.47,52.84,17.5,2996.0,58.55,0,moderate
COMP-02,2026-02-18 08:00:00,2.93,62.85,54.4,18.05,2968.0,62.41,0,moderate
COMP-02,2026-02-18 09:00:00,2.968,67.58,55.06,19.74,3012.0,59.51,0,moderate
COMP-02,2026-02-18 10:00:00,2.597,65.12,55.07,17.22,2998.0,60.38,0,moderate
COMP-02,2026-02-18 11:00:00,3.005,62.65,56.88,17.91,2987.0,61.4,0,moderate
COMP-02,2026-02-18 12:00:00,2.888,66.14,53.69,17.03,2971.0,60.14,0,moderate
COMP-02,2026-02-18 13:00:00,2.672,67.91,52.55,18.09,3009.0,60.15,0,moderate
COMP-02,2026-02-18 14:00:00,3.277,66.36,55.14,18.83,2973.0,62.4,0,moderate
COMP-02,2026-02-18 15:00:00,2.896,65.28,54.72,19.37,3013.0,58.55,0,moderate
COMP-02,2026-02-18 16:00:00,3.338,65.94,56.28,17.2,3045.0,60.23,0,moderate
COMP-02,2026-02-18 17:00:00,3.062,67.39,55.12,17.34,3029.0,60.58,0,moderate
COMP-02,2026-02-18 18:00:00,2.883,68.46,56.92,19.26,3001.0,56.73,0,moderate
COMP-02,2026-02-18 19:00:00,2.71,63.1,54.79,15.58,3016.0,58.93,0,moderate
COMP-02,2026-02-18 20:00:00,2.648,65.04,54.23,17.49,2983.0,58.1,0,moderate
COMP-02,2026-02-18 21:00:00,3.056,66.21,56.06,18.78,2967.0,61.34,0,moderate
COMP-02,2026-02-18 22:00:00,3.109,65.34,55.72,16.64,3003.0,60.15,0,moderate
COMP-02,2026-02-18 23:00:00,2.748,66.06,53.93,17.16,2985.0,59.76,0,moderate
COMP-02,2026-02-19 00:00:00,2.637,69.42,55.82,19.01,2966.0,59.66,0,moderate
COMP-02,2026-02-19 01:00:00,3.21,64.48,55.66,16.41,2957.0,61.67,0,moderate
COMP-02,2026-02-19 02:00:00,3.223,62.17,54.92,16.38,2993.0,59.83,0,moderate
COMP-02,2026-02-19 03:00:00,2.752,68.7,56.68,18.67,3025.0,60.45,0,moderate
COMP-02,2026-02-19 04:00:00,2.945,68.54,57.19,19.3,2996.0,58.78,0,moderate
COMP-02,2026-02-19 05:00:00,3.155,66.09,54.13,19.15,2995.0,61.32,0,moderate
COMP-02,2026-02-19 06:00:00,2.669,64.01,55.73,15.93,2999.0,61.57,0,moderate
COMP-02,2026-02-19 07:00:00,2.737,66.72,55.11,19.17,2976.0,57.55,0,moderate
COMP-02,2026-02-19 08:00:00,3.245,65.07,54.33,18.06,2989.0,59.22,0,moderate
COMP-02,2026-02-19 09:00:00,2.733,64.38,54.82,17.35,3031.0,58.52,0,moderate
COMP-02,2026-02-19 10:00:00,3.021,63.65,52.35,17.25,3038.0,60.29,0,moderate
COMP-02,2026-02-19 11:00:00,3.029,64.97,56.61,18.56,3026.0,60.2,0,moderate
COMP-02,2026-02-19 12:00:00,2.641,66.09,56.18,18.35,3019.0,60.92,0,moderate
COMP-02,2026-02-19 13:00:00,3.295,65.33,52.12,19.12,3039.0,58.98,0,moderate
COMP-02,2026-02-19 14:00:00,2.532,66.77,54.72,17.5,2973.0,59.86,0,moderate
COMP-02,2026-02-19 15:00:00,3.083,64.56,55.5,17.61,3068.0,59.37,0,moderate
COMP-02,2026-02-19 16:00:00,2.862,64.16,56.28,18.65,2949.0,57.92,0,moderate
COMP-02,2026-02-19 17:00:00,3.031,65.77,54.61,17.37,2992.0,58.27,0,moderate
COMP-02,2026-02-19 18:00:00,2.93,65.17,54.63,18.66,2913.0,57.07,0,moderate
COMP-02,2026-02-19 19:00:00,2.66,67.97,55.55,17.11,3019.0,61.89,0,moderate
COMP-02,2026-02-19 20:00:00,2.91,64.31,53.98,19.63,2971.0,58.12,0,moderate
COMP-02,2026-02-19 21:00:00,3.143,64.0,57.5,19.59,2974.0,59.42,0,moderate
COMP-02,2026-02-19 22:00:00,2.927,64.66,55.15,17.41,3034.0,62.31,0,moderate
COMP-02,2026-02-19 23:00:00,2.857,64.17,55.29,18.05,2994.0,59.18,0,moderate
COMP-02,2026-02-20 00:00:00,2.405,63.74,57.02,18.1,3016.0,61.28,0,moderate
COMP-02,2026-02-20 01:00:00,2.733,61.74,54.96,17.89,2988.0,59.37,0,moderate
COMP-02,2026-02-20 02:00:00,2.778,62.69,57.04,17.2,2976.0,60.42,0,moderate
COMP-02,2026-02-20 03:00:00,3.251,64.76,52.59,18.08,3022.0,59.59,0,moderate
COMP-02,2026-02-20 04:00:00,2.884,62.38,56.73,16.82,3004.0,58.13,0,moderate
COMP-02,2026-02-20 05:00:00,3.152,66.13,56.55,19.23,3005.0,62.84,0,moderate
COMP-02,2026-02-20 06:00:00,2.767,65.74,51.92,19.28,2985.0,61.48,0,moderate
COMP-02,2026-02-20 07:00:00,2.381,63.66,54.51,19.08,2996.0,59.66,0,moderate
COMP-02,2026-02-20 08:00:00,3.295,64.89,55.61,19.13,2985.0,58.59,0,moderate
COMP-02,2026-02-20 09:00:00,2.769,64.62,56.22,18.59,3019.0,58.69,0,moderate
COMP-02,2026-02-20 10:00:00,3.28,61.39,56.97,17.27,3001.0,59.52,0,moderate
COMP-02,2026-02-20 11:00:00,2.935,65.89,52.76,16.95,3016.0,58.56,0,moderate
COMP-02,2026-02-20 12:00:00,3.414,63.81,55.12,17.14,2992.0,59.96,0,moderate
COMP-02,2026-02-20 13:00:00,3.955,63.05,53.59,18.36,3045.0,61.89,0,moderate
COMP-02,2026-02-20 14:00:00,3.133,66.36,53.94,16.93,2998.0,59.2,0,moderate
COMP-02,2026-02-20 15:00:00,2.59,65.49,56.2,18.14,3009.0,62.0,0,moderate
COMP-02,2026-02-20 16:00:00,3.165,66.82,53.81,18.45,3015.0,58.35,0,moderate
COMP-02,2026-02-20 17:00:00,3.113,64.76,55.0,17.85,2979.0,61.54,0,moderate
COMP-02,2026-02-20 18:00:00,2.63,65.43,54.33,18.03,2991.0,61.66,0,moderate
COMP-02,2026-02-20 19:00:00,2.802,66.6,56.5,20.09,3014.0,61.58,0,moderate
COMP-02,2026-02-20 20:00:00,2.868,68.35,52.25,17.97,2962.0,60.65,0,moderate
COMP-02,2026-02-20 21:00:00,3.106,64.38,56.86,18.32,3011.0,59.89,0,moderate
COMP-02,2026-02-20 22:00:00,2.725,65.5,57.23,18.94,2965.0,61.39,0,moderate
COMP-02,2026-02-20 23:00:00,2.688,66.15,55.89,18.72,2963.0,60.23,0,moderate
COMP-02,2026-02-21 00:00:00,2.648,66.13,55.34,18.67,2972.0,60.16,0,moderate
COMP-02,2026-02-21 01:00:00,2.438,63.97,51.94,18.22,3012.0,58.55,0,moderate
COMP-02,2026-02-21 02:00:00,3.188,64.78,55.96,18.22,3066.0,58.6,0,moderate
COMP-02,2026-02-21 03:00:00,3.025,66.13,56.51,16.54,2968.0,60.75,0,moderate
COMP-02,2026-02-21 04:00:00,3.237,65.35,55.15,19.39,3002.0,59.46,0,moderate
COMP-02,2026-02-21 05:00:00,2.786,68.83,54.02,17.53,3025.0,61.1,0,moderate
COMP-02,2026-02-21 06:00:00,2.776,64.38,57.19,18.7,3013.0,61.43,0,moderate
COMP-02,2026-02-21 07:00:00,3.103,63.4,53.7,17.81,2983.0,57.96,0,moderate
COMP-02,2026-02-21 08:00:00,3.267,65.97,56.69,20.49,3017.0,58.92,0,moderate
COMP-02,2026-02-21 09:00:00,3.295,63.12,55.79,17.34,2987.0,58.82,0,moderate
COMP-02,2026-02-21 10:00:00,2.665,64.08,54.74,19.89,2997.0,62.28,0,moderate
COMP-02,2026-02-21 11:00:00,3.284,65.16,58.66,17.9,2978.0,59.79,0,moderate
COMP-02,2026-02-21 12:00:00,3.451,64.93,55.72,18.58,3027.0,60.52,0,moderate
COMP-02,2026-02-21 13:00:00,3.127,64.88,55.88,18.01,3007.0,58.81,0,moderate
COMP-02,2026-02-21 14:00:00,3.347,63.87,55.77,19.27,2993.0,60.08,0,moderate
COMP-02,2026-02-21 15:00:00,3.157,65.74,55.45,18.1,3008.0,59.15,0,moderate
COMP-02,2026-02-21 16:00:00,2.664,69.35,54.86,18.26,3002.0,57.3,0,moderate
COMP-02,2026-02-21 17:00:00,3.28,66.66,56.14,18.08,3008.0,59.1,0,moderate
COMP-02,2026-02-21 18:00:00,3.116,61.31,55.15,18.45,3019.0,60.35,0,moderate
COMP-02,2026-02-21 19:00:00,2.694,64.19,52.27,17.26,3008.0,65.11,0,moderate
COMP-02,2026-02-21 20:00:00,2.83,66.06,53.76,16.23,2980.0,58.06,0,moderate
COMP-02,2026-02-21 21:00:00,3.124,62.01,56.73,18.37,2957.0,59.85,0,moderate
COMP-02,2026-02-21 22:00:00,3.719,60.16,56.33,19.71,3019.0,60.38,0,moderate
COMP-02,2026-02-21 23:00:00,3.54,63.55,53.44,17.67,2986.0,61.24,0,moderate
COMP-02,2026-02-22 00:00:00,2.4,63.38,54.19,18.61,3028.0,59.44,0,moderate
COMP-02,2026-02-22 01:00:00,3.0,68.28,54.08,16.82,2963.0,59.15,0,moderate
COMP-02,2026-02-22 02:00:00,3.447,65.71,57.18,17.55,2977.0,61.12,0,moderate
COMP-02,2026-02-22 03:00:00,2.879,64.71,52.69,18.04,2997.0,61.07,0,moderate
COMP-02,2026-02-22 04:00:00,2.848,64.37,54.08,17.98,3003.0,61.31,0,moderate
COMP-02,2026-02-22 05:00:00,2.838,65.9,55.12,18.89,3024.0,61.02,0,moderate
COMP-02,2026-02-22 06:00:00,3.253,65.4,52.83,16.55,3026.0,57.62,0,moderate
COMP-02,2026-02-22 07:00:00,3.115,65.9,55.12,17.86,2999.0,61.11,0,moderate
COMP-02,2026-02-22 08:00:00,3.16,65.65,53.43,17.5,3019.0,60.23,0,moderate
COMP-02,2026-02-22 09:00:00,2.941,67.08,53.74,17.27,2954.0,56.65,0,moderate
COMP-02,2026-02-22 10:00:00,3.525,65.07,54.22,17.42,2992.0,60.91,0,moderate
COMP-02,2026-02-22 11:00:00,2.906,66.56,54.73,18.22,3020.0,59.35,0,moderate
COMP-02,2026-02-22 12:00:00,3.264,65.71,54.15,18.12,3002.0,61.53,0,moderate
COMP-02,2026-02-22 13:00:00,2.377,65.4,55.14,17.84,3036.0,59.65,0,moderate
COMP-02,2026-02-22 14:00:00,2.989,64.2,56.87,16.92,2977.0,60.87,0,moderate
COMP-02,2026-02-22 15:00:00,2.859,64.87,56.3,17.79,3022.0,60.73,0,moderate
COMP-02,2026-02-22 16:00:00,3.031,64.9,57.27,18.9,2988.0,58.4,0,moderate
COMP-02,2026-02-22 17:00:00,2.513,67.16,54.89,16.69,3012.0,62.0,0,moderate
COMP-02,2026-02-22 18:00:00,3.491,65.47,54.89,17.43,2978.0,58.77,0,moderate
COMP-02,2026-02-22 19:00:00,3.05,63.19,55.31,17.08,3004.0,58.62,0,moderate
COMP-02,2026-02-22 20:00:00,3.675,61.91,52.7,17.12,3022.0,61.51,0,moderate
COMP-02,2026-02-22 21:00:00,3.235,62.72,56.55,17.81,3019.0,60.27,0,moderate
COMP-02,2026-02-22 22:00:00,3.079,63.62,54.44,17.49,3003.0,63.27,0,moderate
COMP-02,2026-02-22 23:00:00,3.005,65.92,54.93,17.31,3021.0,58.32,0,moderate
COMP-02,2026-02-23 00:00:00,3.199,63.76,55.64,18.02,3016.0,61.01,0,moderate
COMP-02,2026-02-23 01:00:00,3.227,67.45,53.84,16.75,2993.0,60.66,0,moderate
COMP-02,2026-02-23 02:00:00,3.151,62.55,53.89,19.6,3005.0,61.9,0,moderate
COMP-02,2026-02-23 03:00:00,3.679,66.33,55.59,17.55,3022.0,62.18,0,moderate
COMP-02,2026-02-23 04:00:00,3.347,61.27,55.65,17.7,3047.0,61.12,0,moderate
COMP-02,2026-02-23 05:00:00,2.81,62.77,58.43,17.73,3014.0,60.79,0,moderate
COMP-02,2026-02-23 06:00:00,2.762,63.01,55.37,17.22,2971.0,60.0,0,moderate
COMP-02,2026-02-23 07:00:00,3.133,62.99,55.8,19.0,3010.0,60.04,0,moderate
COMP-02,2026-02-23 08:00:00,3.056,63.72,58.49,18.21,3046.0,61.35,0,moderate
COMP-02,2026-02-23 09:00:00,3.084,66.57,55.52,15.99,2984.0,60.88,0,moderate
COMP-02,2026-02-23 10:00:00,2.513,66.44,55.65,17.01,2967.0,60.88,0,moderate
COMP-02,2026-02-23 11:00:00,3.267,62.99,50.63,17.48,3013.0,59.89,0,moderate
COMP-02,2026-02-23 12:00:00,2.888,64.61,54.42,18.51,3002.0,57.94,0,moderate
COMP-02,2026-02-23 13:00:00,3.668,65.91,55.31,18.95,3002.0,59.06,0,moderate
COMP-02,2026-02-23 14:00:00,3.071,64.63,53.86,17.89,2995.0,59.15,0,moderate
COMP-02,2026-02-23 15:00:00,2.967,68.15,55.32,19.27,2986.0,60.36,0,moderate
COMP-02,2026-02-23 16:00:00,3.148,65.76,56.08,18.62,2982.0,61.66,0,moderate
COMP-02,2026-02-23 17:00:00,2.803,63.27,56.39,19.71,3007.0,59.89,0,moderate
COMP-02,2026-02-23 18:00:00,3.503,63.47,54.84,17.55,3018.0,58.7,0,moderate
COMP-02,2026-02-23 19:00:00,3.712,63.07,52.66,17.68,2991.0,57.31,0,moderate
COMP-02,2026-02-23 20:00:00,3.22,63.6,55.13,18.17,3033.0,59.34,0,moderate
COMP-02,2026-02-23 21:00:00,3.2,65.04,54.37,17.41,3001.0,58.54,0,moderate
COMP-02,2026-02-23 22:00:00,2.824,64.53,53.85,18.63,3019.0,61.24,0,moderate
COMP-02,2026-02-23 23:00:00,2.997,64.06,54.58,17.01,2989.0,61.04,0,moderate
COMP-02,2026-02-24 00:00:00,3.163,66.16,54.48,16.82,3004.0,58.84,0,moderate
COMP-02,2026-02-24 01:00:00,2.655,65.69,54.67,17.96,3009.0,60.51,0,moderate
COMP-02,2026-02-24 02:00:00,3.473,61.84,54.31,19.18,2997.0,60.15,0,moderate
COMP-02,2026-02-24 03:00:00,2.54,62.45,57.16,18.39,2971.0,58.47,0,moderate
COMP-02,2026-02-24 04:00:00,2.379,63.03,55.4,18.65,3032.0,60.57,0,moderate
COMP-02,2026-02-24 05:00:00,3.523,63.38,55.41,19.33,2997.0,60.12,0,moderate
COMP-02,2026-02-24 06:00:00,3.234,63.72,55.62,18.35,2950.0,61.24,0,moderate
COMP-02,2026-02-24 07:00:00,2.717,64.19,52.94,17.72,2988.0,59.85,0,moderate
COMP-02,2026-02-24 08:00:00,3.047,65.71,56.52,19.16,3040.0,62.17,0,moderate
COMP-02,2026-02-24 09:00:00,3.071,62.75,59.88,18.77,3030.0,59.14,0,moderate
COMP-02,2026-02-24 10:00:00,3.031,63.47,53.56,17.41,3007.0,57.91,0,moderate
COMP-02,2026-02-24 11:00:00,2.69,61.83,53.99,17.32,3021.0,60.32,0,moderate
COMP-02,2026-02-24 12:00:00,3.095,63.16,54.18,17.96,3035.0,61.8,0,moderate
COMP-02,2026-02-24 13:00:00,3.349,64.58,55.45,18.72,3003.0,58.34,0,moderate
COMP-02,2026-02-24 14:00:00,2.482,63.21,54.8,17.22,3027.0,59.62,0,moderate
COMP-02,2026-02-24 15:00:00,2.855,62.94,54.23,18.11,2980.0,60.88,0,moderate
COMP-02,2026-02-24 16:00:00,2.652,63.98,55.88,18.72,2973.0,56.68,0,moderate
COMP-02,2026-02-24 17:00:00,2.771,65.47,55.58,17.8,3000.0,63.3,0,moderate
COMP-02,2026-02-24 18:00:00,3.114,63.16,56.83,18.23,3018.0,60.41,0,moderate
COMP-02,2026-02-24 19:00:00,2.611,67.04,55.22,18.39,3031.0,59.38,0,moderate
COMP-02,2026-02-24 20:00:00,3.521,63.31,54.94,18.6,2998.0,61.27,0,moderate
COMP-02,2026-02-24 21:00:00,3.021,64.17,54.35,18.06,2979.0,60.06,0,moderate
COMP-02,2026-02-24 22:00:00,2.884,67.32,55.35,17.9,3054.0,59.23,0,moderate
COMP-02,2026-02-24 23:00:00,2.431,66.15,53.44,18.81,2995.0,61.17,0,moderate
COMP-02,2026-02-25 00:00:00,3.043,64.72,56.63,15.95,2975.0,60.57,0,moderate
COMP-02,2026-02-25 01:00:00,3.017,65.74,55.94,18.69,3014.0,57.11,0,moderate
COMP-02,2026-02-25 02:00:00,2.603,62.47,55.34,18.47,3084.0,59.46,0,moderate
COMP-02,2026-02-25 03:00:00,2.702,68.61,54.4,19.22,3002.0,59.19,0,moderate
COMP-02,2026-02-25 04:00:00,3.516,62.57,57.46,18.46,3002.0,59.48,0,moderate
COMP-02,2026-02-25 05:00:00,2.883,65.42,54.18,17.17,3019.0,60.48,0,moderate
COMP-02,2026-02-25 06:00:00,3.013,67.25,53.72,18.08,3023.0,56.67,0,moderate
COMP-02,2026-02-25 07:00:00,3.166,65.53,54.54,17.22,2971.0,61.45,0,moderate
COMP-02,2026-02-25 08:00:00,2.954,64.9,56.24,18.92,3037.0,59.17,0,moderate
